TICKER,PER,FIRST_DATE,TIME,OPEN,HIGH,LOW,CLOSE,VOL,OPENINT,SOURCE_FILE
^_DE,D,2016-02-16,000000,910.87,910.87,906.85,906.85,142662740,0,^_de.txt
^_DE,D,2017-01-02,000000,939.06,952.85,939.06,952.85,72086672,0,^_de.txt
^_DE,D,2018-01-02,000000,1128.66,1131.11,1128.66,1131.11,147237982,0,^_de.txt
^_DE,D,2019-01-02,000000,829.28,835.57,829.28,835.57,129041547,0,^_de.txt
^_DE,D,2020-01-02,000000,932.1,944.56,932.1,944.56,138294977,0,^_de.txt
^_DE,D,2021-01-04,000000,892.34,892.34,888.02,888.02,257253323,0,^_de.txt
^_DE,D,2022-01-03,000000,1042.34,1043.37,1042.34,1043.37,208542366,0,^_de.txt
^_DE,D,2023-01-02,000000,809.03,812.72,809.03,812.72,100860081,0,^_de.txt
^_DE,D,2024-01-03,000000,857.17,857.17,851.95,851.95,173369744,0,^_de.txt
^_DE,D,2025-01-02,000000,914.69,920.53,914.69,920.53,168018554.41322,0,^_de.txt
^_HK,D,2016-02-16,000000,895.34,903.42,895.34,903.42,11675723556,0,^_hk.txt
^_HK,D,2017-01-03,000000,966.1,966.89,966.1,966.89,8761020546,0,^_hk.txt
^_HK,D,2018-01-02,000000,1001.37,1007.83,1001.37,1007.83,15170373097,0,^_hk.txt
^_HK,D,2019-01-02,000000,621.63,621.63,616.53,616.53,8124328039,0,^_hk.txt
^_HK,D,2020-01-02,000000,547.71,551.5,547.71,551.5,9182978206,0,^_hk.txt
^_HK,D,2021-01-04,000000,464.11,467.3,464.11,467.3,17539589324,0,^_hk.txt
^_HK,D,2022-01-03,000000,458.24,459.4,458.24,459.4,7374130606,0,^_hk.txt
^_HK,D,2023-01-03,000000,343.37,345.59,343.37,345.59,15672848280,0,^_hk.txt
^_HK,D,2024-01-02,000000,282.19,282.19,281.1,281.1,12593233422,0,^_hk.txt
^_HK,D,2025-01-02,000000,247.17,247.17,245.6,245.6,15673550969,0,^_hk.txt
^_HU,D,2016-02-16,000000,804.97,807.01,804.97,807.01,4430016,0,^_hu.txt
^_HU,D,2017-01-02,000000,965.651,969.06,965.651,969.06,1825513,0,^_hu.txt
^_HU,D,2018-01-02,000000,1992.15,2035.56,1992.15,2035.56,3332169,0,^_hu.txt
^_HU,D,2019-01-02,000000,2133.31,2159.24,2130.57,2150.48,3816133,0,^_hu.txt
^_HU,D,2020-01-02,000000,2703.47,2730.66,2703.47,2728.24,5007723,0,^_hu.txt
^_HU,D,2021-01-04,000000,2316.5,2326.82,2311.15,2316.3,4285409,0,^_hu.txt
^_HU,D,2022-01-03,000000,2951.88,2989.84,2951.54,2989.84,5260014,0,^_hu.txt
^_HU,D,2023-01-02,000000,2257.91,2260.36,2247.45,2250.36,2381816,0,^_hu.txt
^_HU,D,2024-01-02,000000,2285.14,2299.24,2270.6,2284.68,2824020,0,^_hu.txt
^_HU,D,2025-01-02,000000,2549.16,2572.97,2549.16,2572.97,3948707,0,^_hu.txt
^_JP,D,2016-02-16,000000,782.87,790.45,782.87,790.45,3246089421,0,^_jp.txt
^_JP,D,2017-01-04,000000,975.35,986.21,975.35,986.21,2737911117,0,^_jp.txt
^_JP,D,2018-01-04,000000,1273.79,1279.95,1273.79,1279.95,2050356868,0,^_jp.txt
^_JP,D,2019-01-04,000000,1045.28,1059.04,1045.28,1059.04,1732487956,0,^_jp.txt
^_JP,D,2020-01-06,000000,1219.7,1219.7,1218.34,1218.34,1428498823,0,^_jp.txt
^_JP,D,2021-01-04,000000,1228.6,1228.6,1218.59,1218.59,1500304491,0,^_jp.txt
^_JP,D,2022-01-04,000000,1230.94,1230.94,1228.75,1228.75,1414585311,0,^_jp.txt
^_JP,D,2023-01-04,000000,1141.65,1141.65,1130.57,1130.57,1576975975,0,^_jp.txt
^_JP,D,2024-01-04,000000,1234.3,1249.43,1234.3,1249.43,2117602674,0,^_jp.txt
^_JP,D,2025-01-06,000000,1201.42,1201.42,1191.84,1191.84,2466111052,0,^_jp.txt
^_PL,D,1991-04-16,000000,14.26,14.26,14.26,14.26,287,0,^_pl.txt
^_PL,D,1992-01-07,000000,12.18,12.18,12.18,12.18,70648,0,^_pl.txt
^_PL,D,1993-01-04,000000,11.14,11.14,11.14,11.14,521379,0,^_pl.txt
^_PL,D,1994-01-03,000000,169.13,169.13,169.13,169.13,4095389,0,^_pl.txt
^_PL,D,1995-01-02,000000,107.29,107.29,107.29,107.29,2417654,0,^_pl.txt
^_PL,D,1996-01-02,000000,108.38,108.38,108.38,108.38,802111,0,^_pl.txt
^_PL,D,1997-01-02,000000,189.28,189.28,189.28,189.28,2322871,0,^_pl.txt
^_PL,D,1998-01-05,000000,205.36,205.36,205.36,205.36,4885000,0,^_pl.txt
^_PL,D,1999-01-04,000000,136.55,136.55,136.55,136.55,9434224,0,^_pl.txt
^_PL,D,2000-01-03,000000,194.54,194.54,194.54,194.54,10371904,0,^_pl.txt
^_PL,D,2001-01-02,000000,194.82,194.82,194.82,194.82,5751201,0,^_pl.txt
^_PL,D,2002-01-02,000000,147.06,147.06,147.06,147.06,5884981,0,^_pl.txt
^_PL,D,2003-01-02,000000,126.77,126.77,126.77,126.77,5315883,0,^_pl.txt
^_PL,D,2004-01-02,000000,237.21,237.21,237.21,237.21,5730220,0,^_pl.txt
^_PL,D,2005-01-03,000000,391.25,391.25,391.25,391.25,12574854,0,^_pl.txt
^_PL,D,2006-01-02,000000,539.53,539.53,539.53,539.53,29977876,0,^_pl.txt
^_PL,D,2007-01-02,000000,1249.77,1249.77,1249.77,1249.77,40739076,0,^_pl.txt
^_PL,D,2008-01-02,000000,1475.44,1492.16,1475.44,1492.16,81530112,0,^_pl.txt
^_PL,D,2009-01-05,000000,725.76,735.72,725.76,735.72,75698520,0,^_pl.txt
^_PL,D,2010-01-04,000000,1185.03,1204.33,1185.03,1204.33,73052416,0,^_pl.txt
^_PL,D,2011-01-03,000000,1418.81,1419.16,1418.81,1419.16,70247072,0,^_pl.txt
^_PL,D,2012-01-02,000000,735.41,742.1,735.41,742.1,122418719,0,^_pl.txt
^_PL,D,2013-01-02,000000,584.6,589.06,584.6,589.06,98752381,0,^_pl.txt
^_PL,D,2014-01-02,000000,750.1,755.19,750.1,755.19,77311540,0,^_pl.txt
^_PL,D,2015-01-02,000000,768.86,776.35,768.86,776.35,35227461,0,^_pl.txt
^_PL,D,2016-01-04,000000,901.67,902.09,901.67,902.09,39041921,0,^_pl.txt
^_PL,D,2017-01-02,000000,928.89,929.74,928.89,929.74,34456532,0,^_pl.txt
^_PL,D,2018-01-03,000000,818.99,825.02,818.99,825.01,57640727,0,^_pl.txt
^_PL,D,2019-01-02,000000,575.96,580.94,575.96,580.94,38292091,0,^_pl.txt
^_PL,D,2020-01-02,000000,574.52,581.46,574.52,581.46,43544157,0,^_pl.txt
^_PL,D,2021-01-04,000000,788.04,805.52,788.04,805.52,115272476,0,^_pl.txt
^_PL,D,2022-01-03,000000,850.02,872.56,850.02,872.56,54643189,0,^_pl.txt
^_PL,D,2023-01-02,000000,681.8,690.6,681.8,690.3,43088492,0,^_pl.txt
^_PL,D,2024-01-02,000000,704.51,709.66,704.51,708.89,55309590,0,^_pl.txt
^_PL,D,2025-01-02,000000,584.09,593.46,584.09,593.44,42955606,0,^_pl.txt
^_PL20,D,2018-01-03,000000,1005.69,1005.69,1002.45,1002.45,20899426,0,^_pl20.txt
^_PL20,D,2019-01-02,000000,890.02,902.72,878.66,902.13,15359797,0,^_pl20.txt
^_PL20,D,2020-01-02,000000,836.6,860.69,836.6,860.69,21369888,0,^_pl20.txt
^_PL20,D,2021-01-04,000000,766.93,776.95,766.36,772.47,28112890,0,^_pl20.txt
^_PL20,D,2022-01-03,000000,884.93,896.5,884.93,889.46,19199478,0,^_pl20.txt
^_PL20,D,2023-01-02,000000,720.7,728.37,719.17,722.07,5343204,0,^_pl20.txt
^_PL20,D,2024-01-02,000000,910.22,912.66,888.41,892.54,13876876,0,^_pl20.txt
^_PL20,D,2025-01-02,000000,843.67,854.02,842.54,852.13,13837766,0,^_pl20.txt
^_PLNC,D,2016-02-16,000000,958.1,962.97,958.1,962.97,18189507,0,^_plnc.txt
^_PLNC,D,2017-01-02,000000,913.89,913.89,912.36,912.36,12998679,0,^_plnc.txt
^_PLNC,D,2018-01-03,000000,776.69,780.24,776.42,779.94,18251826,0,^_plnc.txt
^_PLNC,D,2019-01-02,000000,539.03,543.24,538.89,543.07,5858862,0,^_plnc.txt
^_PLNC,D,2020-01-02,000000,556.26,560.37,555.59,560.37,5668351,0,^_plnc.txt
^_PLNC,D,2021-01-04,000000,905.55,924.05,905.55,924.05,28268869,0,^_plnc.txt
^_PLNC,D,2022-01-03,000000,876.31,902.5,876.31,902.5,11522568,0,^_plnc.txt
^_PLNC,D,2023-01-02,000000,675.42,685.9,675.42,683.32,14307779,0,^_plnc.txt
^_PLNC,D,2024-01-02,000000,603.31,609.26,603.28,609.21,8319717,0,^_plnc.txt
^_PLNC,D,2025-01-02,000000,468.63,478.2,468.63,476.09,6086290,0,^_plnc.txt
^_PLWS,D,2016-02-16,000000,858.39,858.39,858.08,858.08,45547022,0,^_plws.txt
^_PLWS,D,2017-01-02,000000,941.53,944.42,941.53,944.42,21457853,0,^_plws.txt
^_PLWS,D,2018-01-03,000000,858.47,864.6,858.47,864.59,39388901,0,^_plws.txt
^_PLWS,D,2019-01-02,000000,608.7,614.66,608.7,614.66,32433229,0,^_plws.txt
^_PLWS,D,2020-01-02,000000,589.33,598.88,589.33,598.88,37875806,0,^_plws.txt
^_PLWS,D,2021-01-04,000000,694.89,711.37,694.89,711.37,87003607,0,^_plws.txt
^_PLWS,D,2022-01-03,000000,828.23,844.45,828.23,844.45,43120621,0,^_plws.txt
^_PLWS,D,2023-01-02,000000,689.59,696.13,689.45,696.13,28780713,0,^_plws.txt
^_PLWS,D,2024-01-02,000000,805.94,811.15,805.94,808.5,46989873,0,^_plws.txt
^_PLWS,D,2025-01-02,000000,707.05,718.43,706.94,718.43,36869316,0,^_plws.txt
^_UK,D,2016-02-16,000000,882.22,882.22,879.59,879.59,3825407382,0,^_uk.txt
^_UK,D,2017-01-03,000000,963.67,964.23,963.67,964.23,2514789670,0,^_uk.txt
^_UK,D,2018-01-02,000000,1013.77,1014.12,1013.77,1014.12,1766365973,0,^_uk.txt
^_UK,D,2019-01-02,000000,900.03,904.22,900.03,904.22,2379036818,0,^_uk.txt
^_UK,D,2020-01-02,000000,898.46,901.53,898.46,901.53,3729992844,0,^_uk.txt
^_UK,D,2021-01-04,000000,893.17,897.44,893.17,897.44,8655856342,0,^_uk.txt
^_UK,D,2022-01-04,000000,965.11,972.18,965.11,972.18,4650213186,0,^_uk.txt
^_UK,D,2023-01-02,000000,698.58,698.63,698.58,698.63,5599173,0,^_uk.txt
^_UK,D,2024-01-02,000000,596.84,597.23,596.84,597.23,4476978084,0,^_uk.txt
^_UK,D,2025-01-02,000000,520.7,523.01,520.7,523.01,4779103724.44,0,^_uk.txt
^_US,D,2016-02-16,000000,822.88,828.62,822.88,828.62,6101635432,0,^_us.txt
^_US,D,2017-01-03,000000,979.32,980.74,979.32,980.74,5560460521,0,^_us.txt
^_US,D,2018-01-02,000000,1019.39,1029.66,1019.39,1029.02,4716956236,0,^_us.txt
^_US,D,2019-01-02,000000,785.84,798.27,779.32,798.26,5036910093,0,^_us.txt
^_US,D,2020-01-02,000000,838.14,842.43,838.14,842.43,5348024674,0,^_us.txt
^_US,D,2021-01-04,000000,959.18,967.09,948.1,953.2,9855271396,0,^_us.txt
^_US,D,2022-01-03,000000,879.26,889.19,879.26,889.17,6407304524,0,^_us.txt
^_US,D,2023-01-03,000000,444.83,450.45,444.83,448.23,6836792651,0,^_us.txt
^_US,D,2024-01-02,000000,385.94,387.81,385.14,385.92,7282408779,0,^_us.txt
^_US,D,2025-01-02,000000,330.37,334.2,330.37,332.23,9573447068,0,^_us.txt
^_USNM,D,2016-02-16,000000,833.46,835.37,833.46,835.37,69634617,0,^_usnm.txt
^_USNM,D,2017-01-03,000000,958.42,962.5,958.42,962.5,141760921,0,^_usnm.txt
^_USNM,D,2018-01-02,000000,887.49,899.43,887.49,896.02,145113133,0,^_usnm.txt
^_USNM,D,2019-01-02,000000,621.82,641.05,621.64,641.05,76204377,0,^_usnm.txt
^_USNM,D,2020-01-02,000000,657.28,665.08,657.28,665.07,107239767,0,^_usnm.txt
^_USNM,D,2021-01-04,000000,749.08,752.18,742.18,751.7,706199939,0,^_usnm.txt
^_USNM,D,2022-01-03,000000,712.17,728.12,712.17,728.12,198656007,0,^_usnm.txt
^_USNM,D,2023-01-03,000000,405.1,414.16,405.1,410.64,107652165,0,^_usnm.txt
^_USNM,D,2024-01-02,000000,292.31,294.73,292.31,293.85,204103892,0,^_usnm.txt
^_USNM,D,2025-01-02,000000,275.79,286.47,275.79,281.9,329695768,0,^_usnm.txt
^_USNQ,D,2016-02-16,000000,859.04,866.94,859.04,866.94,1720392781,0,^_usnq.txt
^_USNQ,D,2017-01-03,000000,982.35,982.66,982.35,982.66,1678109383,0,^_usnq.txt
^_USNQ,D,2018-01-02,000000,1007.62,1021.41,1007.62,1020.39,1535923551,0,^_usnq.txt
^_USNQ,D,2019-01-02,000000,740.98,757.07,734.67,757.07,1631489571,0,^_usnq.txt
^_USNQ,D,2020-01-02,000000,749.44,754.93,749.44,754.93,2181833643,0,^_usnq.txt
^_USNQ,D,2021-01-04,000000,891.4,901.32,882.93,890.58,5014299253,0,^_usnq.txt
^_USNQ,D,2022-01-03,000000,787.73,801.61,787.73,801.61,3146770216,0,^_usnq.txt
^_USNQ,D,2023-01-03,000000,367.89,373.91,367.89,372.54,3459336129,0,^_usnq.txt
^_USNQ,D,2024-01-02,000000,313.68,316.44,313.41,314.36,3982893479,0,^_usnq.txt
^_USNQ,D,2025-01-02,000000,283.63,289.28,283.63,287.05,6364907991,0,^_usnq.txt
^_USNS,D,2016-02-16,000000,793.41,797.86,793.41,797.86,4311608034,0,^_usns.txt
^_USNS,D,2017-01-03,000000,978.86,980.93,978.86,980.93,3740590217,0,^_usns.txt
^_USNS,D,2018-01-02,000000,1038.49,1045.67,1038.49,1045.45,3035919552,0,^_usns.txt
^_USNS,D,2019-01-02,000000,840.27,848.77,832.39,848.33,3329216145,0,^_usns.txt
^_USNS,D,2020-01-02,000000,936.68,940.43,936.07,939.27,3058951264,0,^_usns.txt
^_USNS,D,2021-01-04,000000,956.44,962.27,944.96,948.99,4134772204,0,^_usns.txt
^_USNS,D,2022-01-03,000000,988.79,995.9,988.79,994.84,3061878301,0,^_usns.txt
^_USNS,D,2023-01-03,000000,626.44,633.39,624.95,628.25,3269804357,0,^_usns.txt
^_USNS,D,2024-01-02,000000,630.72,631.45,627.14,628.47,3095411408,0,^_usns.txt
^_USNS,D,2025-01-02,000000,642.38,647.99,642.38,644.81,2878843309,0,^_usns.txt
